GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,MIN_PER_GAME
Lineups,-201566-203999-1629008-1631128-1631212-,R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,1610612743,DEN,24,17,7,0.708,104.0,123.5,118.3,111.3,112.1,12.2,6.200000000000003,0.802,2.36,25.4,0.256,0.681,0.513,0.157,0.653,0.676,104.3,106.17,88.47,230,0.565,13,10,10516,3800,60,3583,6045,4191,2729,1263,1573,4409,5022,3985,6759,2805,2909,5203,4018,4.333333333333333
Lineups,-101108-203084-1630577-1631110-1641705-,C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,1610612759,SAS,13,6,7,0.462,100.0,106.7,102.9,106.5,108.3,0.2,-5.3999999999999915,0.709,1.65,18.9,0.302,0.728,0.523,0.163,0.511,0.547,98.9,99.83,83.19,209,0.51,100,173,10516,5487,61,4651,5745,5780,3595,2362,3935,3995,4568,3897,6838,4639,5122,7211,4696,7.6923076923076925
Lineups,-1628384-1628404-1628969-1628973-1630173-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,1610612752,NYK,19,12,7,0.632,100.0,110.3,107.1,117.0,112.2,-6.7,-5.1000000000000085,0.617,1.47,17.3,0.312,0.719,0.511,0.161,0.547,0.589,98.7,102.26,85.22,211,0.487,34,32,10516,4162,62,4468,6051,5763,4668,2668,4459,3938,4647,4001,6822,4309,4398,6442,5090,5.2631578947368425
Lineups,-203468-1627749-1629750-1630530-1642274-,C. McCollum - D. Murray - J. Green - T. Murphy III - Y. Missi,1610612740,NOP,11,2,9,0.182,97.0,111.3,111.0,110.4,112.1,1.0,-1.0999999999999943,0.539,2.0,16.2,0.336,0.64,0.475,0.115,0.505,0.526,105.5,104.75,87.29,209,0.462,149,972,10565,6133,63,4206,6049,5605,5235,1393,5084,3126,5954,5769,5655,4651,5437,5584,5377,8.818181818181818
Lineups,-203471-1627732-1627827-1629661-1630560-,D. Schröder - B. Simmons - D. Finney-Smith - C. Johnson - C. Thomas,1610612751,BKN,9,3,6,0.333,95.0,110.2,109.3,114.9,112.7,-4.7,-3.4000000000000057,0.713,1.63,20.7,0.163,0.663,0.417,0.171,0.573,0.618,102.0,103.4,86.16,205,0.476,221,561,10467,5613,64,4311,6135,5684,3591,2370,3077,5700,5887,6690,7251,3897,3858,6031,5226,10.555555555555555
Lineups,-202710-1626179-1628389-1629639-1631107-,J. Butler - T. Rozier - B. Adebayo - T. Herro - N. Jović,1610612748,MIA,9,3,6,0.333,95.0,103.3,104.7,125.4,124.5,-22.1,-19.799999999999997,0.657,1.92,17.5,0.267,0.685,0.463,0.126,0.491,0.53,97.3,96.93,80.78,190,0.415,221,561,10467,5613,66,4597,6971,6578,4460,2148,4410,4356,5003,5916,6020,5870,5406,8015,5912,10.555555555555555
Lineups,-1629027-1629631-1630168-1630552-1630700-,T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,1610612737,ATL,13,10,3,0.769,95.0,121.0,120.5,116.7,116.9,4.3,3.5999999999999943,0.57,1.23,16.1,0.396,0.639,0.528,0.183,0.576,0.643,110.8,110.86,92.38,219,0.533,100,55,9709,3625,65,3357,6520,4293,5123,2898,5100,2867,5960,3833,7449,3863,3430,3905,4449,7.3076923076923075
Lineups,-201144-203497-1628978-1629638-1629675-,M. Conley - R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,1610612750,MIN,21,13,8,0.619,94.0,119.4,117.2,90.9,89.2,28.4,28.0,0.782,2.35,21.9,0.292,0.716,0.525,0.135,0.591,0.617,97.2,99.03,82.52,192,0.675,19,22,10547,4184,67,3648,3765,2939,2951,1265,2785,4093,4660,3872,6154,3641,3882,7444,2885,4.476190476190476
Lineups,-202685-1628398-1630557-1642267-1642273-,J. Valančiūnas - K. Kuzma - C. Kispert - B. Carrington - K. George,1610612764,WAS,14,1,13,0.071,91.0,109.3,106.7,134.0,131.1,-24.7,-24.39999999999999,0.671,1.4,18.5,0.279,0.697,0.491,0.181,0.571,0.604,98.5,100.74,83.95,193,0.384,85,1965,10601,6171,68,4475,7514,6838,3749,2704,4055,4270,4916,5629,7350,4009,4117,6911,6299,6.5
Lineups,-202681-202691-1629023-1629029-1629655-,K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,1610612742,DAL,13,10,3,0.769,89.0,112.8,110.6,118.4,119.4,-5.6,-8.800000000000011,0.537,1.76,16.3,0.278,0.72,0.495,0.126,0.54,0.573,105.3,105.97,88.31,199,0.456,100,55,9709,3625,70,4222,6613,5952,5244,2217,5063,4273,4642,5619,6018,4410,4641,5255,5447,6.846153846153846
Lineups,-203497-1628978-1629638-1629675-1630162-,R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,1610612750,MIN,31,17,14,0.548,89.0,105.9,98.0,90.5,87.8,15.3,10.200000000000003,0.653,1.34,17.7,0.169,0.809,0.508,0.172,0.589,0.61,101.9,107.57,89.64,204,0.557,5,10,10605,4328,69,5997,3690,3924,4471,2744,4332,5516,3495,4012,7259,3682,4024,4817,4115,2.870967741935484
Lineups,-1629673-1630551-1641731-1642259-1642267-,J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,1610612764,WAS,9,3,6,0.333,88.0,110.0,109.8,114.9,115.1,-4.8,-5.299999999999997,0.638,1.59,19.0,0.235,0.7,0.47,0.165,0.576,0.583,105.0,105.01,87.51,194,0.437,221,561,10467,5613,71,4285,6324,5770,4538,2400,3908,4939,4849,5840,6850,3871,4451,5514,5655,9.777777777777779
Lineups,-201142-203486-1626145-1626164-1642346-,K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,1610612756,PHX,13,10,3,0.769,87.0,112.3,115.3,87.9,87.5,24.4,27.799999999999997,0.741,2.86,22.4,0.275,0.676,0.495,0.115,0.538,0.565,101.9,100.81,84.01,183,0.681,100,55,9709,3625,72,3868,3625,2942,3389,1056,2552,4289,5036,5617,5653,4442,4842,6891,2847,6.6923076923076925
Lineups,-201935-1626181-1627826-1627884-1629599-,J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,1610612746,LAC,19,13,6,0.684,85.0,115.8,112.2,111.4,106.5,4.4,5.700000000000003,0.627,1.12,18.1,0.388,0.762,0.596,0.223,0.638,0.667,100.9,104.85,87.38,188,0.547,34,22,10467,3809,73,4102,5655,4199,4593,2963,4269,2885,3992,2899,8273,2930,2996,5573,4234,4.473684210526316
Lineups,-203484-1628976-1629048-1630591-1641783-,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,1610612753,ORL,6,2,4,0.333,83.0,101.7,103.0,101.3,105.6,0.3,-2.5999999999999943,0.629,1.42,18.4,0.366,0.731,0.53,0.188,0.51,0.53,97.0,94.42,78.68,165,0.493,447,972,10169,5613,75,4645,5597,5642,4592,2697,4071,3020,4556,3800,7513,4646,5403,8615,5035,13.833333333333334
Lineups,-202699-203501-1630191-1630595-1631093-,T. Harris - T. Hardaway Jr. - I. Stewart - C. Cunningham - J. Ivey,1610612765,DET,12,5,7,0.417,83.0,118.7,116.7,113.9,115.1,4.8,1.6000000000000085,0.692,3.6,21.9,0.226,0.704,0.484,0.086,0.566,0.594,99.5,99.84,83.2,174,0.542,128,242,10516,5528,74,3663,6325,4378,3672,558,2794,4983,4839,5683,4948,4049,4323,7207,4311,6.916666666666667
Lineups,-1627747-1628378-1628386-1629636-1630596-,C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,1610612739,CLE,21,19,2,0.905,82.0,121.8,121.9,102.3,101.1,19.5,20.80000000000001,0.603,1.38,18.4,0.4,0.659,0.535,0.191,0.618,0.657,102.2,102.76,85.64,178,0.585,19,3,8517,3494,76,3296,5442,3309,4721,2732,4062,2616,5889,3720,7537,3266,3239,6336,3778,3.9047619047619047
Lineups,-203484-1628976-1630532-1630591-1631094-,K. Caldwell-Pope - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,1610612753,ORL,6,4,2,0.667,82.0,101.7,100.6,109.9,109.6,-8.3,-9.0,0.694,1.87,18.0,0.213,0.819,0.497,0.13,0.48,0.527,103.1,103.84,86.53,177,0.457,447,353,8517,3813,77,4690,5846,5956,3668,2170,4281,5092,3435,5613,6052,5901,5436,5886,5439,13.666666666666666
Lineups,-201566-203932-203999-1627750-1629008-,R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,1610612743,DEN,13,6,7,0.462,82.0,134.0,130.6,113.8,112.5,20.2,18.099999999999994,0.634,3.11,21.8,0.427,0.783,0.614,0.106,0.616,0.641,102.4,104.36,86.97,180,0.603,100,173,10516,5487,78,2669,6057,3478,4572,655,2804,2559,3830,2454,5408,3278,3469,5703,3581,6.3076923076923075
Lineups,-202681-202691-203915-1629023-1629655-,K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Gafford,1610612742,DAL,15,9,6,0.6,81.0,125.3,124.0,103.9,103.5,21.4,20.5,0.613,1.88,19.3,0.38,0.683,0.55,0.149,0.596,0.623,102.7,103.47,86.23,175,0.613,70,79,10467,4193,79,3153,5500,3320,4699,2166,3825,2908,5014,3470,6615,3612,3790,6010,3497,5.4
Lineups,-1627747-1627777-1628378-1630241-1630596-,C. LeVert - G. Niang - D. Mitchell - S. Merrill - E. Mobley,1610612739,CLE,16,14,2,0.875,80.0,118.8,119.5,83.5,81.8,35.3,37.7,0.667,2.19,20.0,0.203,0.708,0.48,0.124,0.621,0.639,101.3,102.06,85.05,169,0.684,57,18,8517,3499,81,3532,3300,2476,3752,1357,3144,5122,4811,5705,5786,3251,3477,6497,2823,5.0
Lineups,-201942-1627734-1628368-1631099-1631165-,D. DeRozan - D. Sabonis - D. Fox - K. Murray - K. Ellis,1610612758,SAC,16,9,7,0.563,80.0,128.5,130.2,111.9,109.8,16.6,20.39999999999999,0.595,2.94,20.1,0.377,0.73,0.55,0.101,0.602,0.623,96.7,97.01,80.84,159,0.562,57,79,10516,4310,80,2677,5850,3324,4956,1053,3143,2912,4565,3500,5343,3419,3788,8004,4072,5.0
Lineups,-202685-1629673-1630557-1641731-1642273-,J. Valančiūnas - J. Poole - C. Kispert - B. Coulibaly - K. George,1610612764,WAS,20,3,17,0.15,79.0,117.8,115.9,122.2,119.2,-4.4,-3.299999999999997,0.583,2.33,17.4,0.291,0.728,0.513,0.102,0.54,0.596,103.1,105.31,87.76,176,0.504,28,561,10613,6157,82,3820,6606,5671,4983,1268,4415,4098,4567,3986,5352,4411,4266,5454,4734,3.95
Lineups,-202696-203897-1628366-1630172-1630581-,N. Vučević - Z. LaVine - L. Ball - P. Williams - J. Giddey,1610612741,CHI,13,6,7,0.462,79.0,116.1,115.5,101.9,102.4,14.1,13.099999999999994,0.641,2.38,21.6,0.189,0.653,0.45,0.125,0.613,0.621,103.3,103.33,86.11,168,0.576,100,173,10516,5487,83,3839,5463,3804,4530,1260,2845,5434,5905,6165,5787,3306,3806,6046,3870,6.076923076923077
Lineups,-1629673-1641731-1642259-1642267-1642273-,J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,1610612764,WAS,11,2,9,0.182,77.0,99.8,98.2,106.3,106.4,-6.5,-8.200000000000003,0.557,2.0,15.2,0.234,0.64,0.428,0.101,0.461,0.502,104.5,105.23,87.69,168,0.431,149,972,10565,6133,84,5994,5651,5908,5144,1393,5360,4940,5958,6637,5344,6063,5904,5464,5708,7.0
Lineups,-1628970-1630163-1630182-1631109-1641706-,M. Bridges - L. Ball - J. Green - M. Williams - B. Miller,1610612766,CHA,6,2,4,0.333,77.0,115.7,117.8,113.8,111.7,1.9,6.099999999999994,0.753,4.58,22.8,0.25,0.805,0.503,0.074,0.55,0.558,101.8,101.8,84.84,163,0.524,447,972,10169,5613,86,3619,6016,4192,3027,289,2500,4415,3503,4032,4705,4295,4958,6593,4541,12.833333333333334
Lineups,-1626167-1627783-1629614-1630169-1630174-,M. Turner - P. Siakam - A. Nembhard - T. Haliburton - A. Nesmith,1610612754,IND,6,3,3,0.5,77.0,107.0,108.3,108.2,111.4,-1.3,-3.1000000000000085,0.672,2.15,20.5,0.153,0.64,0.418,0.128,0.549,0.575,99.8,97.77,81.48,156,0.511,447,561,9709,4350,85,4367,6005,5665,3748,1373,3102,5732,5958,6688,6029,4297,4620,7781,4686,12.833333333333334
Lineups,-1627736-1630191-1631093-1631323-1641842-,M. Beasley - I. Stewart - J. Ivey - S. Fontecchio - R. Holland II,1610612765,DET,20,7,13,0.35,76.0,109.0,107.3,119.8,115.2,-10.8,-7.900000000000006,0.688,1.52,18.2,0.407,0.797,0.594,0.176,0.535,0.569,101.6,104.36,86.97,165,0.474,28,131,10601,5612,88,4448,6332,5896,3697,2422,4087,2608,3771,2910,7295,4468,4725,5705,5256,3.8
Lineups,-201939-203110-203952-1630322-1631218-,S. Curry - D. Green - A. Wiggins - L. Waters III - T. Jackson-Davis,1610612744,GSW,8,3,5,0.375,76.0,125.6,124.1,118.2,117.4,7.5,6.699999999999989,0.747,2.43,23.4,0.276,0.768,0.532,0.142,0.628,0.644,101.3,102.3,85.25,162,0.528,278,561,10375,5602,87,3150,6530,4145,3385,1244,2370,4283,3970,3779,6218,3013,3400,6432,4503,9.5
Lineups,-203484-1628976-1629048-1630532-1630591-,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,1610612753,ORL,5,4,1,0.8,75.0,126.3,129.3,93.8,97.3,32.6,32.000000000000014,0.657,1.7,21.8,0.34,0.803,0.597,0.184,0.656,0.691,97.6,94.72,78.93,147,0.688,646,353,3490,3552,89,2727,4142,2790,4460,2267,2802,3119,3505,2896,7451,2778,2765,8549,2797,15.0
Lineups,-201572-203081-203507-1627752-1631260-,B. Lopez - D. Lillard - G. Antetokounmpo - T. Prince - A. Green,1610612749,MIL,17,12,5,0.706,74.0,114.7,115.6,93.1,89.4,21.6,26.19999999999999,0.5,1.7,16.3,0.211,0.793,0.54,0.125,0.592,0.612,102.0,103.67,86.39,160,0.643,48,32,10375,3801,92,3834,3767,3017,5281,2268,5072,5095,3776,3626,5787,3640,3999,5951,3224,4.352941176470588
Lineups,-1627832-1630224-1630578-1631095-1641708-,F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,1610612745,HOU,13,7,6,0.538,74.0,123.8,121.4,125.2,125.8,-1.4,-4.3999999999999915,0.453,2.13,15.0,0.47,0.764,0.606,0.104,0.545,0.56,97.9,98.67,82.23,154,0.486,100,131,10467,4336,91,3306,7240,5716,6472,1380,5376,2342,3990,2489,5370,4360,4943,7541,5109,5.6923076923076925
Lineups,-201142-203994-1626145-1626164-1626220-,K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,1610612756,PHX,11,9,2,0.818,74.0,126.1,122.3,96.6,91.8,29.5,30.5,0.653,2.61,22.1,0.145,0.81,0.527,0.115,0.659,0.68,97.9,102.03,85.02,157,0.633,149,79,8517,3549,90,3234,3899,2833,4471,1117,2769,5739,3492,3834,5652,2754,2879,6517,3304,6.7272727272727275
Lineups,-201939-203110-203471-203952-1631218-,S. Curry - D. Green - D. Schröder - A. Wiggins - T. Jackson-Davis,1610612744,GSW,8,3,5,0.375,74.0,98.8,97.4,104.8,105.7,-6.0,-8.299999999999997,0.754,1.92,20.6,0.256,0.792,0.516,0.154,0.504,0.518,102.5,102.76,85.64,156,0.473,278,561,10375,5602,93,6009,5611,5909,3026,2148,3081,4411,3779,3964,6663,4655,5572,6335,5258,9.25
Lineups,-203992-1629027-1629631-1630168-1630700-,B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,1610612737,ATL,17,9,8,0.529,73.0,118.8,113.8,122.3,117.3,-3.5,-3.5,0.667,2.1,18.2,0.437,0.773,0.582,0.131,0.51,0.554,101.6,106.01,88.34,160,0.455,48,79,10547,4345,96,3987,6526,5688,3752,1386,4087,2438,3921,2999,6076,4646,5023,5244,5452,4.294117647058823
Lineups,-1627751-1629628-1630193-1630567-1641711-,J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,1610612761,TOR,5,0,5,0.0,73.0,102.9,101.3,115.5,113.9,-12.6,-12.600000000000009,0.682,2.5,20.1,0.244,0.8,0.5,0.113,0.525,0.525,102.3,103.84,86.54,159,0.442,646,6174,10375,6174,94,4686,6204,6165,3723,1133,3142,4896,3506,4036,5639,4554,5454,5884,5600,14.6
Lineups,-202685-1627763-1630557-1642267-1642273-,J. Valančiūnas - M. Brogdon - C. Kispert - C. Carrington - K. George,1610612764,WAS,9,3,6,0.333,73.0,110.1,107.8,118.7,116.6,-8.6,-8.799999999999997,0.738,1.8,20.5,0.304,0.778,0.546,0.162,0.547,0.585,98.3,100.29,83.58,154,0.473,221,561,10467,5613,95,4405,6393,5951,3398,2196,3093,3987,3841,3517,6836,4315,4432,7074,5257,8.11111111111111
Lineups,-201143-1628369-1628436-1630202-1630573-,A. Horford - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,1610612738,BOS,15,8,7,0.533,72.0,105.8,102.0,96.6,97.8,9.2,4.200000000000003,0.642,1.89,16.2,0.345,0.654,0.494,0.122,0.482,0.507,94.2,95.36,79.47,147,0.493,70,97,10516,4343,99,4676,4150,4274,4528,2160,5083,3111,5902,5620,5776,5894,5810,8409,5032,4.8
Lineups,-1627747-1627777-1628378-1629622-1630596-,C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley,1610612739,CLE,10,8,2,0.8,72.0,101.1,98.2,115.4,116.7,-14.3,-18.5,0.636,1.59,16.3,0.205,0.709,0.451,0.133,0.504,0.543,105.5,106.58,88.82,165,0.411,180,97,8517,3552,97,5995,6395,6512,4539,2401,5065,5118,4810,6139,6087,4654,5195,5107,5962,7.2
Lineups,-1626167-1629614-1630167-1630169-1631097-,M. Turner - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,1610612754,IND,19,13,6,0.684,72.0,112.1,107.5,109.6,102.5,2.6,5.0,0.65,2.05,18.1,0.243,0.667,0.472,0.119,0.543,0.584,100.2,105.8,88.17,159,0.541,34,22,10467,3809,100,4435,5471,4232,4480,1391,4272,4901,5047,5802,5740,4372,4448,5308,4320,3.789473684210526
Lineups,-202331-1626162-1627824-1628997-1630178-,P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,1610612755,PHI,7,4,3,0.571,72.0,124.6,128.7,104.2,103.9,20.5,24.799999999999983,0.465,2.36,15.7,0.318,0.712,0.5,0.093,0.575,0.593,102.0,100.5,83.75,150,0.56,352,353,9709,4291,98,2736,5522,3162,6449,1264,5188,3909,4806,4036,5119,3886,4333,6980,4091,10.285714285714286
Lineups,-1627736-1630191-1630595-1631323-1641842-,M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,1610612765,DET,21,10,11,0.476,71.0,98.0,97.4,98.5,98.7,-0.5,-1.2999999999999972,0.642,1.79,16.0,0.264,0.779,0.5,0.123,0.465,0.493,103.0,103.31,86.09,154,0.452,19,55,10585,5479,101,6010,4166,5607,4528,2210,5102,4382,3840,4036,5783,6017,6523,6051,5494,3.380952380952381
Lineups,-201569-1626162-1627824-1630178-1642348-,E. Gordon - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,1610612755,PHI,6,4,2,0.667,70.0,106.7,109.4,122.9,122.0,-16.2,-12.599999999999994,0.594,1.9,18.9,0.203,0.64,0.379,0.134,0.556,0.571,102.9,101.92,84.94,149,0.4,447,353,8517,3813,102,4308,6854,6164,4959,2154,3926,5121,5954,7322,6142,4172,4717,6555,6173,11.666666666666666
Lineups,-1627777-1628378-1629660-1630241-1630596-,G. Niang - D. Mitchell - T. Jerome - S. Merrill - E. Mobley,1610612739,CLE,13,10,3,0.769,70.0,97.7,93.6,111.9,113.2,-14.2,-19.60000000000001,0.611,3.0,15.6,0.247,0.761,0.463,0.071,0.438,0.47,103.5,105.14,87.62,156,0.39,100,55,9709,3625,103,6145,6156,6571,4700,656,5213,4893,4000,5920,4639,6261,6707,5482,6233,5.384615384615385
Lineups,-201942-1627734-1628368-1628370-1631165-,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Ellis,1610612758,SAC,12,5,7,0.417,69.0,127.2,130.4,114.3,113.1,12.9,17.30000000000001,0.542,2.44,19.5,0.213,0.667,0.459,0.108,0.623,0.658,104.8,104.09,86.74,148,0.563,128,242,10516,5528,104,2676,6154,3509,5227,1243,3784,5091,5047,5998,5421,3247,3237,5810,4051,5.75
Lineups,-203484-1629048-1630175-1631216-1641783-,K. Caldwell-Pope - G. Bitadze - C. Anthony - C. Houstan - T. da Silva,1610612753,ORL,6,4,2,0.667,69.0,96.4,99.2,97.5,100.0,-1.1,-0.7999999999999972,0.615,2.46,17.7,0.289,0.644,0.463,0.102,0.457,0.475,89.9,87.54,72.95,128,0.518,447,353,8517,3813,105,5986,4173,5600,4671,1232,4335,4104,5937,5917,5345,6102,6660,9692,4609,11.5
Lineups,-2544-203076-1629060-1629629-1630559-,L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,1610612747,LAL,8,5,3,0.625,68.0,113.6,107.6,116.2,120.8,-2.7,-13.200000000000003,0.767,2.3,22.4,0.222,0.645,0.453,0.138,0.578,0.598,101.1,101.78,84.81,145,0.484,278,242,9709,4164,106,4434,6805,6187,3009,1309,2547,4991,5935,6123,6184,3848,4232,6598,5127,8.5
Lineups,-201572-203081-1626171-1627752-1629018-,B. Lopez - D. Lillard - B. Portis - T. Prince - G. Trent Jr.,1610612749,MIL,15,7,8,0.467,67.0,110.4,110.6,113.3,114.1,-2.8,-3.5,0.483,1.22,15.1,0.238,0.685,0.478,0.162,0.546,0.589,101.7,101.25,84.38,142,0.488,70,131,10547,5485,108,4220,6209,5687,6422,2902,5369,4913,5004,5732,6830,4321,4383,6760,5077,4.466666666666667
Lineups,-1628991-1629634-1630217-1630590-1642377-,J. Jackson Jr. - B. Clarke - D. Bane - S. Pippen Jr. - J. Wells,1610612763,MEM,10,6,4,0.6,67.0,105.4,105.4,113.3,115.2,-7.9,-9.799999999999997,0.672,1.78,19.8,0.264,0.68,0.476,0.156,0.543,0.558,105.4,104.55,87.12,147,0.465,180,173,10169,4193,109,4566,6330,5994,3747,2212,3746,4381,5025,5741,6758,4372,4966,5660,5347,6.7
Lineups,-1628384-1628969-1628973-1630540-1630579-,O. Anunoby - M. Bridges - J. Brunson - M. McBride - J. Sims,1610612752,NYK,16,11,5,0.688,67.0,120.1,118.2,94.8,94.5,25.3,23.700000000000003,0.534,1.63,16.0,0.294,0.692,0.507,0.133,0.576,0.613,101.6,102.57,85.48,143,0.592,57,38,10375,3807,107,3584,4042,3194,5245,2369,5133,4075,4933,4020,6086,3869,3985,6368,3720,4.1875
Lineups,-203944-1628978-1629638-1629675-1631169-,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. Minott,1610612750,MIN,14,10,4,0.714,66.0,122.0,119.2,100.2,102.7,21.8,16.5,0.787,2.0,23.0,0.271,0.713,0.525,0.164,0.647,0.676,106.2,106.1,88.42,146,0.606,85,55,10169,3781,110,3538,5474,3621,2937,1393,2482,4344,4805,3873,6847,2844,2907,5222,3562,4.714285714285714
Lineups,-203944-1628978-1629675-1630162-1630183-,J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,21,10,11,0.476,65.0,107.6,103.7,112.8,103.5,-5.1,0.20000000000000284,0.549,2.15,15.8,0.215,0.696,0.463,0.096,0.509,0.551,96.3,102.42,85.35,135,0.495,19,55,10585,5479,113,4627,5501,4422,5200,1372,5144,5068,4920,5919,5163,4649,5070,6399,5014,3.0952380952380953
Lineups,-203944-1629638-1629675-1630162-1630183-,J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,1610612750,MIN,25,11,14,0.44,65.0,107.3,102.2,109.7,110.2,-2.4,-8.0,0.596,1.4,15.0,0.338,0.714,0.525,0.146,0.478,0.536,99.0,101.18,84.31,137,0.438,12,38,10605,5503,112,4670,5906,5899,4954,2704,5426,3124,4662,3875,6580,5907,5259,6790,5637,2.6
Lineups,-1626157-1626166-1628404-1628969-1630540-,K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,1610612752,NYK,12,8,4,0.667,65.0,129.9,127.8,101.5,98.6,28.4,29.200000000000003,0.677,2.44,21.4,0.3,0.716,0.52,0.125,0.634,0.673,104.3,106.64,88.87,144,0.607,128,97,10169,3813,111,2828,4164,2886,3739,1237,2941,3997,4658,3924,5787,2973,2957,5098,3542,5.416666666666667
Lineups,-201950-1627759-1628369-1628401-1628436-,J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,1610612738,BOS,9,7,2,0.778,64.0,102.6,102.8,90.0,92.1,12.6,10.700000000000003,0.618,1.42,17.0,0.329,0.681,0.497,0.17,0.5,0.524,105.5,104.25,86.88,141,0.564,221,131,8517,3617,114,4653,3907,3900,4666,2698,4506,3888,5023,5615,7244,4656,5461,5757,4039,7.111111111111111
Lineups,-1628983-1629652-1631096-1631114-1641717-,S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,1610612760,OKC,6,6,0,1.0,64.0,109.6,108.4,98.0,98.6,11.6,9.800000000000011,0.429,1.8,15.1,0.138,0.691,0.445,0.105,0.555,0.576,107.4,107.63,89.69,143,0.539,447,173,1,1,115,4366,4163,3984,6514,2196,5372,5846,4972,6189,5379,4222,4610,4804,4336,10.666666666666666
Lineups,-1627751-1629628-1630534-1630567-1642266-,J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - J. Walter,1610612761,TOR,4,3,1,0.75,63.0,121.3,122.8,100.2,100.7,21.1,22.099999999999994,0.727,2.18,23.5,0.339,0.766,0.581,0.162,0.629,0.644,104.9,103.98,86.65,136,0.614,917,561,3490,3632,116,3219,5437,3272,3418,1359,2320,3121,3977,3000,6828,3005,3407,5838,3479,15.75
Lineups,-201569-202331-1626162-1627824-1630178-,E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,1610612755,PHI,6,3,3,0.5,62.0,117.5,116.5,115.0,119.0,2.5,-2.5,0.54,1.08,16.5,0.204,0.694,0.477,0.197,0.621,0.673,98.9,97.59,81.33,127,0.472,447,561,9709,4350,118,3801,6598,5641,5233,2973,5043,5119,4928,5736,7565,3252,2959,7838,5266,10.333333333333334
Lineups,-1629640-1630200-1630577-1641705-1642264-,K. Johnson - T. Jones - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,13,5,8,0.385,62.0,110.7,109.4,94.1,95.7,16.6,13.700000000000003,0.792,2.8,21.8,0.215,0.616,0.444,0.108,0.535,0.579,109.1,108.78,90.65,139,0.629,100,242,10547,5600,120,4310,4091,3773,2932,1061,2805,5068,6127,6322,5420,4467,4571,4470,3343,4.769230769230769
